time,PRt
2017-04-30 00:00:00+00:00,0.9449551472776826
2017-05-07 00:00:00+00:00,0.9101518277828344
2017-05-14 00:00:00+00:00,0.9106998508038896
2017-05-21 00:00:00+00:00,0.9347537251970897
2017-05-28 00:00:00+00:00,0.9207130163792603
2017-06-04 00:00:00+00:00,0.9160420196594614
2017-06-11 00:00:00+00:00,0.922041709778658
2017-06-18 00:00:00+00:00,0.9172492280113052
2017-06-25 00:00:00+00:00,0.9213568966541859
2017-07-02 00:00:00+00:00,0.9217883839539287
2017-07-09 00:00:00+00:00,0.9173129370457879
2017-07-16 00:00:00+00:00,0.9254794443467007
2017-07-23 00:00:00+00:00,0.9558169921896119
2017-07-30 00:00:00+00:00,0.9574521959906622
2017-08-06 00:00:00+00:00,0.9494027118807902
2017-08-13 00:00:00+00:00,0.9564506069247724
2017-08-20 00:00:00+00:00,0.9331660618835026
2017-08-27 00:00:00+00:00,0.965627069613107
2017-09-03 00:00:00+00:00,
2017-09-10 00:00:00+00:00,
2017-09-17 00:00:00+00:00,0.9306355758124609
2017-09-24 00:00:00+00:00,0.931814874923104
2017-10-01 00:00:00+00:00,0.9177080251569487
2017-10-08 00:00:00+00:00,0.9156485522466268
2017-10-15 00:00:00+00:00,0.8762788364377105
2017-10-22 00:00:00+00:00,0.8011215910668674
2017-10-29 00:00:00+00:00,0.7899842881201762
2017-11-05 00:00:00+00:00,
2017-11-12 00:00:00+00:00,0.5601797835954152
2017-11-19 00:00:00+00:00,
2017-11-26 00:00:00+00:00,
2017-12-03 00:00:00+00:00,
2017-12-10 00:00:00+00:00,
2017-12-17 00:00:00+00:00,
2017-12-24 00:00:00+00:00,
2017-12-31 00:00:00+00:00,
2018-01-07 00:00:00+00:00,
2018-01-14 00:00:00+00:00,
2018-01-21 00:00:00+00:00,
2018-01-28 00:00:00+00:00,
2018-02-04 00:00:00+00:00,
2018-02-11 00:00:00+00:00,
2018-02-18 00:00:00+00:00,
2018-02-25 00:00:00+00:00,
2018-03-04 00:00:00+00:00,
2018-03-11 00:00:00+00:00,
2018-03-18 00:00:00+00:00,
2018-03-25 00:00:00+00:00,
2018-04-01 00:00:00+00:00,
2018-04-08 00:00:00+00:00,
2018-04-15 00:00:00+00:00,
2018-04-22 00:00:00+00:00,
2018-04-29 00:00:00+00:00,0.9258585878503671
2018-05-06 00:00:00+00:00,0.9408361045026536
2018-05-13 00:00:00+00:00,0.9020503517325703
2018-05-20 00:00:00+00:00,0.883017270535295
2018-05-27 00:00:00+00:00,0.8625432668513099
2018-06-03 00:00:00+00:00,0.8525102417786445
2018-06-10 00:00:00+00:00,0.9161330680129136
2018-06-17 00:00:00+00:00,0.9228988807336841
2018-06-24 00:00:00+00:00,0.9082815715547994
2018-07-01 00:00:00+00:00,0.9216306112697958
2018-07-08 00:00:00+00:00,0.9149752276237535
2018-07-15 00:00:00+00:00,0.9085172947662529
2018-07-22 00:00:00+00:00,0.913218738891431
2018-07-29 00:00:00+00:00,0.9124802916904601
2018-08-05 00:00:00+00:00,0.9197372557480394
2018-08-12 00:00:00+00:00,0.9238935596746518
2018-08-19 00:00:00+00:00,0.933138497563247
2018-08-26 00:00:00+00:00,0.9323051462492413
2018-09-02 00:00:00+00:00,0.9358132794902659
2018-09-09 00:00:00+00:00,0.9357902476129718
2018-09-16 00:00:00+00:00,0.8861979718091912
2018-09-23 00:00:00+00:00,0.9002375136895174
2018-09-30 00:00:00+00:00,0.8566335585450086
2018-10-07 00:00:00+00:00,0.8200744123476219
2018-10-14 00:00:00+00:00,0.8424918999997377
2018-10-21 00:00:00+00:00,0.820940755086621
2018-10-28 00:00:00+00:00,0.7291360961508955
2018-11-04 00:00:00+00:00,0.6939693353765632
2018-11-11 00:00:00+00:00,0.5094292395750939
2018-11-18 00:00:00+00:00,
2018-11-25 00:00:00+00:00,0.5241583105561023
2018-12-02 00:00:00+00:00,
2018-12-09 00:00:00+00:00,
2018-12-16 00:00:00+00:00,
2018-12-23 00:00:00+00:00,
2018-12-30 00:00:00+00:00,
2019-01-06 00:00:00+00:00,
2019-01-13 00:00:00+00:00,
2019-01-20 00:00:00+00:00,
2019-01-27 00:00:00+00:00,
2019-02-03 00:00:00+00:00,
2019-02-10 00:00:00+00:00,
2019-02-17 00:00:00+00:00,
2019-02-24 00:00:00+00:00,
2019-03-03 00:00:00+00:00,
2019-03-10 00:00:00+00:00,
2019-03-17 00:00:00+00:00,
2019-03-24 00:00:00+00:00,
2019-03-31 00:00:00+00:00,
2019-04-07 00:00:00+00:00,0.8520388120195356
2019-04-14 00:00:00+00:00,0.9243418577231937
2019-04-21 00:00:00+00:00,0.9125603901925315
2019-04-28 00:00:00+00:00,0.9152762083096
2019-05-05 00:00:00+00:00,0.899531331323996
2019-05-12 00:00:00+00:00,0.9083684529023839
2019-05-19 00:00:00+00:00,0.9109037959566116
2019-05-26 00:00:00+00:00,0.9400349809533991
2019-06-02 00:00:00+00:00,0.9167388875228529
2019-06-09 00:00:00+00:00,0.9222849202003247
2019-06-16 00:00:00+00:00,0.9153512397123912
2019-06-23 00:00:00+00:00,0.9229431332277113
2019-06-30 00:00:00+00:00,0.9252252681431314
2019-07-07 00:00:00+00:00,0.9216624324457442
2019-07-14 00:00:00+00:00,0.9270675659396511
2019-07-21 00:00:00+00:00,0.921060166369373
2019-07-28 00:00:00+00:00,0.9166639205351371
2019-08-04 00:00:00+00:00,0.9277327488623329
2019-08-11 00:00:00+00:00,0.9139253092198024
2019-08-18 00:00:00+00:00,0.9342325241812083
2019-08-25 00:00:00+00:00,0.9374404814620985
2019-09-01 00:00:00+00:00,0.9348668979905306
2019-09-08 00:00:00+00:00,0.9416334183566772
2019-09-15 00:00:00+00:00,0.9238306217434499
2019-09-22 00:00:00+00:00,0.9208987767338532
2019-09-29 00:00:00+00:00,0.8837422769997116
2019-10-06 00:00:00+00:00,0.9405842608046437
2019-10-13 00:00:00+00:00,0.8294318647393701
2019-10-20 00:00:00+00:00,0.7967791206361777
2019-10-27 00:00:00+00:00,0.7520959127579352
2019-11-03 00:00:00+00:00,
2019-11-10 00:00:00+00:00,
2019-11-17 00:00:00+00:00,
2019-11-24 00:00:00+00:00,
2019-12-01 00:00:00+00:00,
2019-12-08 00:00:00+00:00,
2019-12-15 00:00:00+00:00,
2019-12-22 00:00:00+00:00,
2019-12-29 00:00:00+00:00,
2020-01-05 00:00:00+00:00,
2020-01-12 00:00:00+00:00,
2020-01-19 00:00:00+00:00,
2020-01-26 00:00:00+00:00,
2020-02-02 00:00:00+00:00,
2020-02-09 00:00:00+00:00,
2020-02-16 00:00:00+00:00,
2020-02-23 00:00:00+00:00,
2020-03-01 00:00:00+00:00,0.7702449447427637
2020-03-08 00:00:00+00:00,
2020-03-15 00:00:00+00:00,
2020-03-22 00:00:00+00:00,
2020-03-29 00:00:00+00:00,0.89547695216268
2020-04-05 00:00:00+00:00,
2020-04-12 00:00:00+00:00,0.9334126017109938
2020-04-19 00:00:00+00:00,0.9244445546623277
2020-04-26 00:00:00+00:00,0.9163457329837124
2020-05-03 00:00:00+00:00,0.9128942532916433
2020-05-10 00:00:00+00:00,0.9215795012681932
2020-05-17 00:00:00+00:00,0.9084302362918868
2020-05-24 00:00:00+00:00,0.8991655905709549
2020-05-31 00:00:00+00:00,0.9090732924455537
2020-06-07 00:00:00+00:00,0.9161822728863993
2020-06-14 00:00:00+00:00,0.9091861649721125
2020-06-21 00:00:00+00:00,0.9047080042135784
2020-06-28 00:00:00+00:00,0.9080458790245439
2020-07-05 00:00:00+00:00,0.9214031755972766
2020-07-12 00:00:00+00:00,0.9254070295824312
2020-07-19 00:00:00+00:00,0.9124459566341995
2020-07-26 00:00:00+00:00,0.9297869063429105
2020-08-02 00:00:00+00:00,0.9210795285478575
2020-08-09 00:00:00+00:00,0.9184431064023721
2020-08-16 00:00:00+00:00,0.9292575509198214
2020-08-23 00:00:00+00:00,0.9212275370102742
2020-08-30 00:00:00+00:00,0.9281478588449661
2020-09-06 00:00:00+00:00,0.9281393766730219
2020-09-13 00:00:00+00:00,0.9157390756372555
2020-09-20 00:00:00+00:00,0.9090563967505071
2020-09-27 00:00:00+00:00,0.8953519386328587
2020-10-04 00:00:00+00:00,0.8695078159145118
2020-10-11 00:00:00+00:00,0.8375115344819714
2020-10-18 00:00:00+00:00,0.7716769810003252
2020-10-25 00:00:00+00:00,0.7564218722202077
2020-11-01 00:00:00+00:00,0.665072334900441
2020-11-08 00:00:00+00:00,0.3551516739529149
2020-11-15 00:00:00+00:00,0.18538518099220053
