time,PI
2015-12-27 00:00:00+00:00,0.40710869348349943
2016-01-03 00:00:00+00:00,
2016-01-10 00:00:00+00:00,
2016-01-17 00:00:00+00:00,
2016-01-24 00:00:00+00:00,
2016-01-31 00:00:00+00:00,
2016-02-07 00:00:00+00:00,
2016-02-14 00:00:00+00:00,
2016-02-21 00:00:00+00:00,
2016-02-28 00:00:00+00:00,
2016-03-06 00:00:00+00:00,
2016-03-13 00:00:00+00:00,
2016-03-20 00:00:00+00:00,0.8534969633790704
2016-03-27 00:00:00+00:00,0.8676235878643722
2016-04-03 00:00:00+00:00,0.8684773658523577
2016-04-10 00:00:00+00:00,0.9162039796308677
2016-04-17 00:00:00+00:00,0.8868617223866144
2016-04-24 00:00:00+00:00,0.9042339949553377
2016-05-01 00:00:00+00:00,0.921074448484506
2016-05-08 00:00:00+00:00,0.9108757916434128
2016-05-15 00:00:00+00:00,0.9243363734155335
2016-05-22 00:00:00+00:00,0.928324842461118
2016-05-29 00:00:00+00:00,0.92905487592844
2016-06-05 00:00:00+00:00,0.9270709814628909
2016-06-12 00:00:00+00:00,0.919423440677052
2016-06-19 00:00:00+00:00,0.9276398629374761
2016-06-26 00:00:00+00:00,0.9353937255515268
2016-07-03 00:00:00+00:00,0.9417256338650579
2016-07-10 00:00:00+00:00,0.9373438831396118
2016-07-17 00:00:00+00:00,0.9364224930240421
2016-07-24 00:00:00+00:00,0.9397489642359776
2016-07-31 00:00:00+00:00,0.9324026332052323
2016-08-07 00:00:00+00:00,0.9300029026693836
2016-08-14 00:00:00+00:00,0.9372347220909713
2016-08-21 00:00:00+00:00,0.9292755486175059
2016-08-28 00:00:00+00:00,0.9081963324531365
2016-09-04 00:00:00+00:00,0.9038082886554291
2016-09-11 00:00:00+00:00,0.9002884326049104
2016-09-18 00:00:00+00:00,0.8817767673096396
2016-09-25 00:00:00+00:00,0.8439095354734066
2016-10-02 00:00:00+00:00,0.8489745884697149
2016-10-09 00:00:00+00:00,0.8105790732299686
2016-10-16 00:00:00+00:00,0.8529780248252813
2016-10-23 00:00:00+00:00,0.7447778669315054
2016-10-30 00:00:00+00:00,0.7788496383987548
2016-11-06 00:00:00+00:00,0.9161733988795139
2016-11-13 00:00:00+00:00,
2016-11-20 00:00:00+00:00,0.4793184679445658
2016-11-27 00:00:00+00:00,0.6982733052092986
2016-12-04 00:00:00+00:00,0.4235140629341766
2016-12-11 00:00:00+00:00,0.3494002566487221
2016-12-18 00:00:00+00:00,0.29631604349505297
2016-12-25 00:00:00+00:00,0.5431436322699785
2017-01-01 00:00:00+00:00,0.36915267857395984
2017-01-08 00:00:00+00:00,0.849512644594006
2017-01-15 00:00:00+00:00,0.8506659737841928
2017-01-22 00:00:00+00:00,0.3132179966758997
2017-01-29 00:00:00+00:00,0.5757762933315258
2017-02-05 00:00:00+00:00,
2017-02-12 00:00:00+00:00,
2017-02-19 00:00:00+00:00,0.7070241000536499
2017-02-26 00:00:00+00:00,
2017-03-05 00:00:00+00:00,0.703151810214855
2017-03-12 00:00:00+00:00,0.8232621698869084
2017-03-19 00:00:00+00:00,0.83439523726442
2017-03-26 00:00:00+00:00,0.8281779155796257
2017-04-02 00:00:00+00:00,0.8021019142490404
2017-04-09 00:00:00+00:00,0.8600472513769671
2017-04-16 00:00:00+00:00,0.8512996363209333
2017-04-23 00:00:00+00:00,0.8910495113963766
2017-04-30 00:00:00+00:00,0.9019112536789747
2017-05-07 00:00:00+00:00,0.9053000363369178
2017-05-14 00:00:00+00:00,0.9135535640411072
2017-05-21 00:00:00+00:00,0.924418586701005
2017-05-28 00:00:00+00:00,0.9288293761372056
2017-06-04 00:00:00+00:00,0.9262719715116182
2017-06-11 00:00:00+00:00,0.9235889999338337
2017-06-18 00:00:00+00:00,0.9262740077211234
2017-06-25 00:00:00+00:00,0.925998955242194
2017-07-02 00:00:00+00:00,0.9288718349577295
2017-07-09 00:00:00+00:00,0.9290476222203584
2017-07-16 00:00:00+00:00,0.9296430045602907
2017-07-23 00:00:00+00:00,0.9318105117691277
2017-07-30 00:00:00+00:00,0.927890239602903
2017-08-06 00:00:00+00:00,0.9283410718742687
2017-08-13 00:00:00+00:00,0.9294464377084083
2017-08-20 00:00:00+00:00,0.9154733453369474
2017-08-27 00:00:00+00:00,0.9086107928605037
2017-09-03 00:00:00+00:00,0.9161271953433726
2017-09-10 00:00:00+00:00,0.9150966420939955
2017-09-17 00:00:00+00:00,0.8860496576710883
2017-09-24 00:00:00+00:00,0.8862063691257716
2017-10-01 00:00:00+00:00,0.8705951953316536
2017-10-08 00:00:00+00:00,0.9309138841612306
2017-10-15 00:00:00+00:00,0.7787331913466322
2017-10-22 00:00:00+00:00,0.6974044089184882
2017-10-29 00:00:00+00:00,0.6955257235290907
2017-11-05 00:00:00+00:00,0.6706365333728223
2017-11-12 00:00:00+00:00,
2017-11-19 00:00:00+00:00,
2017-11-26 00:00:00+00:00,
2017-12-03 00:00:00+00:00,
2017-12-10 00:00:00+00:00,
2017-12-17 00:00:00+00:00,
2017-12-24 00:00:00+00:00,
2017-12-31 00:00:00+00:00,
2018-01-07 00:00:00+00:00,
2018-01-14 00:00:00+00:00,
2018-01-21 00:00:00+00:00,
2018-01-28 00:00:00+00:00,
2018-02-04 00:00:00+00:00,
2018-02-11 00:00:00+00:00,
2018-02-18 00:00:00+00:00,
2018-02-25 00:00:00+00:00,
2018-03-04 00:00:00+00:00,
2018-03-11 00:00:00+00:00,
2018-03-18 00:00:00+00:00,
2018-03-25 00:00:00+00:00,
2018-04-01 00:00:00+00:00,
2018-04-08 00:00:00+00:00,
2018-04-15 00:00:00+00:00,
2018-04-22 00:00:00+00:00,
2018-04-29 00:00:00+00:00,
2018-05-06 00:00:00+00:00,
2018-05-13 00:00:00+00:00,
2018-05-20 00:00:00+00:00,
2018-05-27 00:00:00+00:00,
2018-06-03 00:00:00+00:00,
2018-06-10 00:00:00+00:00,0.9094140432199682
2018-06-17 00:00:00+00:00,0.9226741575342369
2018-06-24 00:00:00+00:00,0.9153386270040644
2018-07-01 00:00:00+00:00,0.9186318869983418
2018-07-08 00:00:00+00:00,0.9258147281621001
2018-07-15 00:00:00+00:00,0.9336766085334408
2018-07-22 00:00:00+00:00,0.9295369742338676
2018-07-29 00:00:00+00:00,0.9322693120724036
2018-08-05 00:00:00+00:00,0.9273730564462905
2018-08-12 00:00:00+00:00,0.9225229255007721
2018-08-19 00:00:00+00:00,0.9095751913032998
2018-08-26 00:00:00+00:00,0.8987876921416827
2018-09-02 00:00:00+00:00,0.8955688236514585
2018-09-09 00:00:00+00:00,0.8956063965117137
2018-09-16 00:00:00+00:00,0.8501568998419485
2018-09-23 00:00:00+00:00,0.854037803164852
2018-09-30 00:00:00+00:00,0.8138823742899318
2018-10-07 00:00:00+00:00,0.795473891862986
2018-10-14 00:00:00+00:00,0.7994273736332005
2018-10-21 00:00:00+00:00,0.745230375917596
2018-10-28 00:00:00+00:00,0.718628310911589
2018-11-04 00:00:00+00:00,0.7055769963246105
2018-11-11 00:00:00+00:00,
2018-11-18 00:00:00+00:00,0.4517662080013831
2018-11-25 00:00:00+00:00,0.4439134867102376
2018-12-02 00:00:00+00:00,0.17924549559257835
2018-12-09 00:00:00+00:00,
2018-12-16 00:00:00+00:00,
2018-12-23 00:00:00+00:00,
2018-12-30 00:00:00+00:00,0.6862207822029804
2019-01-06 00:00:00+00:00,
2019-01-13 00:00:00+00:00,
2019-01-20 00:00:00+00:00,
2019-01-27 00:00:00+00:00,
2019-02-03 00:00:00+00:00,
2019-02-10 00:00:00+00:00,
2019-02-17 00:00:00+00:00,
2019-02-24 00:00:00+00:00,
2019-03-03 00:00:00+00:00,0.6754909463324279
2019-03-10 00:00:00+00:00,
2019-03-17 00:00:00+00:00,0.8805037131185037
2019-03-24 00:00:00+00:00,0.8198243724271118
2019-03-31 00:00:00+00:00,0.8288985467681759
2019-04-07 00:00:00+00:00,0.8549307526287139
2019-04-14 00:00:00+00:00,0.8566136924076417
2019-04-21 00:00:00+00:00,0.8690165073527664
2019-04-28 00:00:00+00:00,0.8785366516018525
2019-05-05 00:00:00+00:00,0.88336595976891
2019-05-12 00:00:00+00:00,0.8996672474684634
2019-05-19 00:00:00+00:00,0.9145952916978461
2019-05-26 00:00:00+00:00,0.9313221953913986
2019-06-02 00:00:00+00:00,0.9114122633111322
2019-06-09 00:00:00+00:00,0.9239374300316888
2019-06-16 00:00:00+00:00,0.9174817118556908
2019-06-23 00:00:00+00:00,0.9160306700748424
2019-06-30 00:00:00+00:00,0.9258591243630493
2019-07-07 00:00:00+00:00,0.9284582078798419
2019-07-14 00:00:00+00:00,0.922257878065035
2019-07-21 00:00:00+00:00,0.9184029561955681
2019-07-28 00:00:00+00:00,0.9193627985718793
2019-08-04 00:00:00+00:00,0.9112380734071666
2019-08-11 00:00:00+00:00,0.9196745328412214
2019-08-18 00:00:00+00:00,0.9148323620683945
2019-08-25 00:00:00+00:00,0.9229614035915283
2019-09-01 00:00:00+00:00,0.8970199592881561
2019-09-08 00:00:00+00:00,0.9054866292053543
2019-09-15 00:00:00+00:00,0.8336915201205404
2019-09-22 00:00:00+00:00,0.8154296873152634
2019-09-29 00:00:00+00:00,0.837379754478591
2019-10-06 00:00:00+00:00,0.8331098156110038
2019-10-13 00:00:00+00:00,0.8249358497044331
2019-10-20 00:00:00+00:00,0.6705790276718739
2019-10-27 00:00:00+00:00,0.6798495543219436
2019-11-03 00:00:00+00:00,0.6537959569676538
2019-11-10 00:00:00+00:00,0.7202327771124706
2019-11-17 00:00:00+00:00,0.5652985954911847
2019-11-24 00:00:00+00:00,0.6886037935009552
2019-12-01 00:00:00+00:00,
2019-12-08 00:00:00+00:00,0.4232480848114887
2019-12-15 00:00:00+00:00,0.3921344583460038
2019-12-22 00:00:00+00:00,0.3829739587426247
2019-12-29 00:00:00+00:00,0.2638654867211141
