time,PVUSA
2016-01-03,0.9480166160132034
2016-01-10,0.885589956628239
2016-01-17,0.9320447270322219
2016-01-24,0.9091413495427844
2016-01-31,0.8858795128125719
2016-02-07,0.9432245817808135
2016-02-14,0.960848195632936
2016-02-21,0.9356151685969908
2016-02-28,0.8886811042526861
2016-03-06,0.929556783702139
2016-03-13,0.9909186567112325
2016-03-20,1.007980843122829
2016-03-27,1.0061561420847516
2016-04-03,0.9942967780689189
2016-04-10,0.996185715932237
2016-04-17,1.0007818263372887
2016-04-24,0.9874427018843499
2016-05-01,0.9999090715433341
2016-05-08,0.9916181615205406
2016-05-15,0.9904020882860377
2016-05-22,0.9905817032422417
2016-05-29,0.9920108651739687
2016-06-05,0.9921702323610021
2016-06-12,0.9926959694288425
2016-06-19,0.9929399270222905
2016-06-26,0.995579924534727
2016-07-03,0.9906366710042791
2016-07-10,0.9891708343175054
2016-07-17,0.9942538773687006
2016-07-24,0.986434578783546
2016-07-31,0.9873527093159826
2016-08-07,0.9875062416692441
2016-08-14,0.9914215412171993
2016-08-21,0.9859062378550112
2016-08-28,0.9820327328792311
2016-09-04,0.9888336563384545
2016-09-11,0.9881279063900447
2016-09-18,0.9828634083339801
2016-09-25,0.9911144305348678
2016-10-02,0.9774534520553567
2016-10-09,0.9872008511434984
2016-10-16,0.976296459220238
2016-10-23,0.9628112075108887
2016-10-30,0.9779912549402143
2016-11-06,0.9703379437494288
2016-11-13,0.9578193349812532
2016-11-20,0.9715507551863645
2016-11-27,0.954988989744506
2016-12-04,0.9342615478334516
2016-12-11,0.9555444013780638
2016-12-18,0.8981090988610452
2016-12-25,0.8918338770011832
2017-01-01,0.9238468588617699
2017-01-08,0.8882947802191071
2017-01-15,0.9330946506055299
2017-01-22,0.9031762671110719
2017-01-29,0.9218807221752066
2017-02-05,0.8919425785173574
2017-02-12,0.941885104044736
2017-02-19,0.9460279468898809
2017-02-26,0.956297241660407
2017-03-05,0.9518213122421871
2017-03-12,0.941907753790726
2017-03-19,0.9612296748177429
2017-03-26,0.9550478317400553
2017-04-02,0.9487503661411325
2017-04-09,0.9467033831862757
2017-04-16,0.952255522580839
2017-04-23,0.943024759247009
2017-04-30,0.948062024681808
2017-05-07,0.9455427151136235
2017-05-14,0.9412236314723145
2017-05-21,0.9412687394220234
2017-05-28,0.9435611065204959
2017-06-04,0.9461801536356109
2017-06-11,0.9444086973243353
2017-06-18,0.9448225378454528
2017-06-25,0.9455356437898799
2017-07-02,0.9438266989540725
2017-07-09,0.9396704418608384
2017-07-16,0.945966986630058
2017-07-23,0.9411359282833364
2017-07-30,0.9362791626073388
2017-08-06,0.9397914126382174
2017-08-13,0.9416103923656777
2017-08-20,0.9419111908211666
2017-08-27,0.9313956900582153
2017-09-03,0.9409554735583825
2017-09-10,0.9413924726886378
2017-09-17,0.9284306819455029
2017-09-24,0.9422229480261827
2017-10-01,0.9257307244063446
2017-10-08,0.9376941635834642
2017-10-15,0.9272170856952084
2017-10-22,0.9247765678935457
2017-10-29,0.9252891509985821
2017-11-05,0.9178276967764557
2017-11-12,0.9083573849487616
2017-11-19,0.9237122988188713
2017-11-26,0.9051957849929976
2017-12-03,0.8845881828170945
2017-12-10,0.9131885683863338
2017-12-17,0.8450260109641596
2017-12-24,0.8364064166175451
2017-12-31,0.8670520948984849
2018-01-07,0.8526756631651976
2018-01-14,0.8775495296226128
2018-01-21,0.8268619019785992
2018-01-28,0.8864462182566187
2018-02-04,0.8269465231815735
2018-02-11,0.8952685786070653
2018-02-18,0.8892486545708682
2018-02-25,0.9065757137042033
2018-03-04,0.9054520971925959
2018-03-11,0.8881287230898174
2018-03-18,0.912970274899466
2018-03-25,0.9086171763279018
2018-04-01,0.8995193043779305
2018-04-08,0.8975586733273524
2018-04-15,0.9059309633629588
2018-04-22,0.8949313094637373
2018-04-29,0.8977896726775288
2018-05-06,0.8966990814610774
2018-05-13,0.8978580729048534
2018-05-20,0.8883653656056312
2018-05-27,0.8995337547923582
2018-06-03,0.8958843520733428
2018-06-10,0.8962959727794622
2018-06-17,0.8959311391957268
2018-06-24,0.8972515595582758
2018-07-01,0.8973139574743684
2018-07-08,0.8908649342880067
2018-07-15,0.8988357544075177
2018-07-22,0.8936021349188176
2018-07-29,0.8893660042777728
2018-08-05,0.8915064108528395
2018-08-12,0.8934158834517756
2018-08-19,0.894108875428639
2018-08-26,0.8858167687216195
2018-09-02,0.8918062783503454
2018-09-09,0.8928136106327438
2018-09-16,0.8809086278994117
2018-09-23,0.8941429262422406
2018-09-30,0.880544918203147
