time,huld
2016-01-31,0.9951843552946742
2016-02-29,0.9955970011263602
2016-03-31,0.9976853348203149
2016-04-30,0.9962948278022905
2016-05-31,0.995016640981616
2016-06-30,0.9960431035698893
2016-07-31,0.9944701961003539
2016-08-31,0.996508499641519
2016-09-30,1.0001572719805687
2016-10-31,1.000155624728661
2016-11-30,0.9982957177482267
2016-12-31,0.9970182133596781
2017-01-31,0.9950900521296792
2017-02-28,0.9955124949435866
2017-03-31,0.9976866771031491
2017-04-30,0.9962960347948779
2017-05-31,0.9950176030062485
2017-06-30,0.9960433646791239
2017-07-31,0.9944700544304305
2017-08-31,0.9965079842453953
2017-09-30,1.0001577928324576
2017-10-31,1.0001556214832048
2017-11-30,0.9982958304983063
2017-12-31,0.9970181787777433
2018-01-31,0.9950901797945354
2018-02-28,0.9955124944081554
2018-03-31,0.9976866686274087
2018-04-30,0.9962961038387598
2018-05-31,0.9950176038135192
2018-06-30,0.9960434696011073
2018-07-31,0.9944700944573986
2018-08-31,0.9965079540489993
2018-09-30,1.0001588098093777
2018-10-31,1.0001556209456341
2018-11-30,0.9982958360219808
2018-12-31,0.9970181787409392
2019-01-31,0.9950901809454188
2019-02-28,0.9955127022610432
2019-03-31,0.9976866680678367
2019-04-30,0.9962961041696251
2019-05-31,0.9950176026466188
2019-06-30,0.9960434701203849
2019-07-31,0.9944700990348574
2019-08-31,0.9965079535319523
2019-09-30,1.000158796727669
2019-10-31,1.0001556207732274
2019-11-30,0.9982958360412577
2019-12-31,0.9970181787129768
2020-01-31,0.9950901813500921
2020-02-29,0.9955451703832344
2020-03-31,0.9976009412569598
2020-04-30,0.9964255204427359
2020-05-31,0.9952343192213718
2020-06-30,0.995681847247944
2020-07-31,0.9947300220362487
2020-08-31,0.9965078403752139
2020-09-30,1.0000580625287518
2020-10-31,1.0003561775158711
2020-11-30,0.9982989474888493
2020-12-31,0.9967470263501098
