time,PVUSA
2015-12-31 00:00:00+00:00,0.39591442781048136
2016-01-31 00:00:00+00:00,
2016-02-29 00:00:00+00:00,0.7553318591391301
2016-03-31 00:00:00+00:00,1.009932017497787
2016-04-30 00:00:00+00:00,1.0300846747666992
2016-05-31 00:00:00+00:00,0.9958577892455955
2016-06-30 00:00:00+00:00,1.0057439976315465
2016-07-31 00:00:00+00:00,0.9996127892728677
2016-08-31 00:00:00+00:00,1.0018295741243968
2016-09-30 00:00:00+00:00,0.9669214117127665
2016-10-31 00:00:00+00:00,0.9173206831608998
2016-11-30 00:00:00+00:00,0.5572755100211005
2016-12-31 00:00:00+00:00,0.42579318059646637
2017-01-31 00:00:00+00:00,0.6263460709681863
2017-02-28 00:00:00+00:00,0.8741204879144835
2017-03-31 00:00:00+00:00,0.9722773411264548
2017-04-30 00:00:00+00:00,1.025530655726167
2017-05-31 00:00:00+00:00,1.018632769931574
2017-06-30 00:00:00+00:00,1.0085330226724694
2017-07-31 00:00:00+00:00,1.007373418934783
2017-08-31 00:00:00+00:00,0.9987188622188429
2017-09-30 00:00:00+00:00,0.9995527682398804
2017-10-31 00:00:00+00:00,0.8859398164181668
2017-11-30 00:00:00+00:00,0.9954987770905261
2017-12-31 00:00:00+00:00,
2018-01-31 00:00:00+00:00,
2018-02-28 00:00:00+00:00,
2018-03-31 00:00:00+00:00,
2018-04-30 00:00:00+00:00,
2018-05-31 00:00:00+00:00,
2018-06-30 00:00:00+00:00,0.989108769467348
2018-07-31 00:00:00+00:00,0.9715164165740949
2018-08-31 00:00:00+00:00,0.9698539688323886
2018-09-30 00:00:00+00:00,0.9552286436254518
2018-10-31 00:00:00+00:00,0.8929538611276924
2018-11-30 00:00:00+00:00,0.5651908336695721
2018-12-31 00:00:00+00:00,0.42780122006618515
2019-01-31 00:00:00+00:00,
2019-02-28 00:00:00+00:00,
2019-03-31 00:00:00+00:00,0.9469536473066831
2019-04-30 00:00:00+00:00,0.9763184950435648
2019-05-31 00:00:00+00:00,1.00041221205162
2019-06-30 00:00:00+00:00,0.9762864441086851
2019-07-31 00:00:00+00:00,0.9773675143755294
2019-08-31 00:00:00+00:00,0.9778167863824181
2019-09-30 00:00:00+00:00,0.9468811250096099
2019-10-31 00:00:00+00:00,0.9046943359599182
2019-11-30 00:00:00+00:00,0.75463314669771
2019-12-31 00:00:00+00:00,0.41216608124162757
2020-01-31 00:00:00+00:00,0.5189679444059515
2020-02-29 00:00:00+00:00,0.8211931453567344
2020-03-31 00:00:00+00:00,0.9466253213025256
2020-04-30 00:00:00+00:00,0.9773516791774616
2020-05-31 00:00:00+00:00,0.9803379057484105
2020-06-30 00:00:00+00:00,0.9559035448217763
2020-07-31 00:00:00+00:00,0.965020906563237
2020-08-31 00:00:00+00:00,0.9524446899519521
2020-09-30 00:00:00+00:00,0.9269417091475789
2020-10-31 00:00:00+00:00,0.8616429913795554
2020-11-30 00:00:00+00:00,0.620963721567047
2020-12-31 00:00:00+00:00,0.36192906664652835
2021-01-31 00:00:00+00:00,0.47755888002041713
2021-02-28 00:00:00+00:00,
2021-03-31 00:00:00+00:00,0.9247989023630487
2021-04-30 00:00:00+00:00,0.9612804647982568
2021-05-31 00:00:00+00:00,0.9734124015302277
2021-06-30 00:00:00+00:00,0.9369155112702044
2021-07-31 00:00:00+00:00,0.9307229486589134
2021-08-31 00:00:00+00:00,0.9485695544679799
2021-09-30 00:00:00+00:00,0.9391818108379666
2021-10-31 00:00:00+00:00,0.8411527946771347
2021-11-30 00:00:00+00:00,0.6307743541268874
2021-12-31 00:00:00+00:00,0.32623843455389545
