time,P
2016-01-17,986.8058334350998
2016-01-24,
2016-01-31,911.2683283022106
2016-02-07,1013.5049230396094
2016-02-14,1037.6078755786396
2016-02-21,1252.8021929059344
2016-02-28,1126.0372328984915
2016-03-06,1205.5946833360053
2016-03-13,1136.326319427658
2016-03-20,1105.143436268887
2016-03-27,1224.4972229359066
2016-04-03,1426.357768285113
2016-04-10,1061.2333590160883
2016-04-17,1314.5125217597756
2016-04-24,1399.766216584396
2016-05-01,1294.341713790312
2016-05-08,1340.2161183859646
2016-05-15,1063.6714428867845
2016-05-22,1217.6397030671606
2016-05-29,1206.5908486654955
2016-06-05,1328.492770943893
2016-06-12,1272.7875020330048
2016-06-19,1135.6728622078515
2016-06-26,1137.5488099857314
2016-07-03,1212.881348444807
2016-07-10,1277.330293832307
2016-07-17,1258.4601751379853
2016-07-24,1139.8049634867075
2016-07-31,1165.2379690073083
2016-08-07,1065.0712349634866
2016-08-14,1203.9650086271035
2016-08-21,1254.310238827311
2016-08-28,1250.8030115761949
2016-09-04,1233.0511531009279
2016-09-11,1167.0204246531198
2016-09-18,1020.8541903641521
2016-09-25,1181.2640175142633
2016-10-02,986.8455708846849
2016-10-09,1066.9766883201073
2016-10-16,985.4709734202643
2016-10-23,1021.8615546294803
2016-10-30,1023.0981573526398
2016-11-06,976.9053263530133
2016-11-13,986.0209042772441
2016-11-20,979.637440023648
2016-11-27,978.2785223000001
2016-12-04,900.1465572394992
2016-12-11,910.1208029392824
2016-12-18,856.3623802
2016-12-25,868.704198958086
2017-01-01,886.9632776679715
2017-01-08,
2017-01-15,953.6154291957694
2017-01-22,976.1598371376692
2017-01-29,975.7500070228521
2017-02-05,945.9099303349269
2017-02-12,984.5239878268401
2017-02-19,1027.6054555642554
2017-02-26,1082.7861267183612
2017-03-05,1146.5296992355757
2017-03-12,1193.3966408814354
2017-03-19,1199.4222086953016
2017-03-26,1157.8335526187172
2017-04-02,1137.4982663593878
2017-04-09,1268.305303352046
2017-04-16,1326.8705381121035
2017-04-23,1203.7266468373082
2017-04-30,1291.75823487558
2017-05-07,1248.0108603059066
2017-05-14,1182.595560082509
2017-05-21,1270.6288186714585
2017-05-28,1054.9196542214775
2017-06-04,1067.0648484368871
2017-06-11,1261.995003151591
2017-06-18,1290.3672878451791
2017-06-25,1141.3478880449618
2017-07-02,1182.0223576107187
2017-07-09,1212.67941905546
2017-07-16,1130.481369214184
2017-07-23,1094.7577176841894
2017-07-30,1114.614269817377
2017-08-06,1086.1357540277702
2017-08-13,1026.5990437319974
2017-08-20,1068.882144214995
2017-08-27,1026.9592753356242
2017-09-03,1112.6854588388337
2017-09-10,1085.408478742284
2017-09-17,1076.0087213498027
2017-09-24,1076.7555317667468
2017-10-01,1062.4799801462432
2017-10-08,1053.831505701844
2017-10-15,1043.3684133854506
2017-10-22,964.5753067769958
2017-10-29,918.2022232031973
2017-11-05,980.908311000202
2017-11-12,956.55966529127
2017-11-19,861.7570368269235
2017-11-26,
2017-12-03,825.9084797806008
2017-12-10,844.1811552900191
2017-12-17,846.9810821319928
2017-12-24,833.4428902
2017-12-31,886.6533899012309
2018-01-07,843.8630995464896
2018-01-14,842.7076926200008
2018-01-21,943.9698760928179
2018-01-28,889.1795126296531
2018-02-04,990.9232641718673
2018-02-11,1033.02885938916
2018-02-18,1095.2909786967234
2018-02-25,966.611272168284
2018-03-04,1061.6425446750395
2018-03-11,1109.8187077816408
2018-03-18,1063.1659661269857
2018-03-25,1056.260416466708
2018-04-01,1011.5938040223784
2018-04-08,1239.591274505056
2018-04-15,1218.8901738274117
2018-04-22,1273.2307703316237
2018-04-29,1112.6124426356917
2018-05-06,1084.9341930312523
2018-05-13,1144.6057339952474
2018-05-20,1184.1153015619116
2018-05-27,1133.1677101308828
2018-06-03,1162.5692526636926
2018-06-10,1242.5757902589437
2018-06-17,1172.5318301761881
2018-06-24,1197.077387506493
2018-07-01,1203.024461541143
2018-07-08,1137.5955201962802
2018-07-15,1090.46882454104
2018-07-22,1034.343818003011
2018-07-29,1036.7798495579646
2018-08-05,1155.3137008318433
2018-08-12,1082.9079072068548
2018-08-19,926.5085135098242
2018-08-26,1112.496117171112
