time,PRt
2016-01-03,0.8931221486354349
2016-01-10,0.7626726584135802
2016-01-17,0.9209822492070249
2016-01-24,0.8114578253922462
2016-01-31,0.9023945300892264
2016-02-07,0.8988664976223523
2016-02-14,0.9189964318812424
2016-02-21,0.9707029545271914
2016-02-28,0.9026445260145944
2016-03-06,0.9262644924299236
2016-03-13,0.9339710736631275
2016-03-20,0.9315274049823652
2016-03-27,0.9370035744206898
2016-04-03,0.9577394298668426
2016-04-10,0.8903238089889917
2016-04-17,0.9538343664317668
2016-04-24,0.9638027137945777
2016-05-01,0.9350976020752984
2016-05-08,0.9601915668316536
2016-05-15,0.9068158225162779
2016-05-22,0.9239262769538771
2016-05-29,0.9315969120195992
2016-06-05,0.9592711838252311
2016-06-12,0.9096080479350623
2016-06-19,0.9163756060883883
2016-06-26,0.924229536155307
2016-07-03,0.9157853370069124
2016-07-10,0.9579894738008584
2016-07-17,0.9593875124533914
2016-07-24,0.9400680259520812
2016-07-31,0.9223098330199216
2016-08-07,0.9256943283358365
2016-08-14,0.9492555044899788
2016-08-21,0.9449890925407874
2016-08-28,0.9471647838872315
2016-09-04,0.9489253756148649
2016-09-11,0.9105203194683475
2016-09-18,0.884453860796415
2016-09-25,0.941038246641584
2016-10-02,0.8881538063822677
2016-10-09,0.9217247739302894
2016-10-16,0.8969605137676043
2016-10-23,0.890001888890802
2016-10-30,0.9022600646532092
2016-11-06,0.8562093362416986
2016-11-13,0.8786788750367777
2016-11-20,0.8700854106139223
2016-11-27,0.8425735354758002
2016-12-04,0.8500633882096784
2016-12-11,0.9000551919462798
2016-12-18,0.8256774894959242
2016-12-25,0.8390936870300523
2017-01-01,0.8356510219379569
2017-01-08,0.7971161428745253
2017-01-15,0.855607440940149
2017-01-22,0.8512002868553017
2017-01-29,0.8516845250720869
2017-02-05,0.872824793302473
2017-02-12,0.8844044549733804
2017-02-19,0.8837115947639438
2017-02-26,0.9067083969022528
2017-03-05,0.9018225483211161
2017-03-12,0.9260473239534136
2017-03-19,0.9144680294013819
2017-03-26,0.9009319827139333
2017-04-02,0.9042319229410745
2017-04-09,0.8924578897102308
2017-04-16,0.9221807876116532
2017-04-23,0.8909523454951186
2017-04-30,0.8831638485588162
2017-05-07,0.8972660915617008
2017-05-14,0.9032559408273404
2017-05-21,0.9020240600933582
2017-05-28,0.8758277954731988
2017-06-04,0.8862463095569869
2017-06-11,0.9130124630044707
2017-06-18,0.9110221723583163
2017-06-25,0.9000891111446652
2017-07-02,0.8829467592143564
2017-07-09,0.8904570527999187
2017-07-16,0.8843716020959811
2017-07-23,0.8905027190842897
2017-07-30,0.8958604366451861
2017-08-06,0.8872132880858737
2017-08-13,0.8729751180894956
2017-08-20,0.8823703214830056
2017-08-27,0.8584754400589956
2017-09-03,0.8943681729016446
2017-09-10,0.8949543911291495
2017-09-17,0.8891364310659363
2017-09-24,0.8833181962306679
2017-10-01,0.878626878561811
2017-10-08,0.8682861129327203
2017-10-15,0.8528801471076284
2017-10-22,0.8499454846674688
2017-10-29,0.8589672070076898
2017-11-05,0.8550870608439817
2017-11-12,0.8617032277362064
2017-11-19,0.7985945656388356
2017-11-26,0.745273020518626
2017-12-03,0.814898724408661
2017-12-10,0.8030801971490339
2017-12-17,0.7996540717043715
2017-12-24,0.7543439025075259
2017-12-31,0.8404382297367503
2018-01-07,0.7853979735101021
2018-01-14,0.8022758160963464
2018-01-21,0.8371489890242326
2018-01-28,0.8115339440776983
2018-02-04,0.8439340385305347
2018-02-11,0.8586394871164948
2018-02-18,0.8483234899597639
2018-02-25,0.8236288758713879
2018-03-04,0.8557175564576094
2018-03-11,0.8589510298550829
2018-03-18,0.8476239978256692
2018-03-25,0.8421862633334916
2018-04-01,0.8234352254701593
2018-04-08,0.8692035153969876
2018-04-15,0.8704539004558015
2018-04-22,0.8749208617941635
2018-04-29,0.8362792233054587
2018-05-06,0.8319593241342012
2018-05-13,0.859601092052184
2018-05-20,0.8456353118652671
2018-05-27,0.857995334242548
2018-06-03,0.8526616648334873
2018-06-10,0.8622782346202449
2018-06-17,0.8493628150243598
2018-06-24,0.8634063611941593
2018-07-01,0.8635454554672324
2018-07-08,0.8513683921010886
2018-07-15,0.8498118081679561
2018-07-22,0.8330753969997066
2018-07-29,0.8312282293426504
2018-08-05,0.8618160322913583
2018-08-12,0.8460527099421601
2018-08-19,0.8184647018775887
2018-08-26,0.8161287390675992
2018-09-02,0.8361182685239693
2018-09-09,0.845709663188186
2018-09-16,0.8257373950446102
2018-09-23,0.8257592683279661
2018-09-30,0.8543329260170691
2018-10-07,0.8180634248365544
2018-10-14,0.834546046054037
2018-10-21,0.7860677275594484
2018-10-28,0.7947607858596082
2018-11-04,0.8094300802718168
2018-11-11,0.7902192534097414
2018-11-18,0.7810489802330252
2018-11-25,0.7720963893486394
2018-12-02,0.7169378365246417
2018-12-09,0.7845208488959264
2018-12-16,0.7109750821425351
2018-12-23,0.7370783894202231
2018-12-30,0.7589167008441757
2019-01-06,0.7621325163018424
2019-01-13,0.7700703584701274
2019-01-20,0.7376701180720099
2019-01-27,0.7639200059486264
2019-02-03,0.7210958595350017
