Description,POA_l,POA_u,CS,PvsG,day_only,Metric,Freq,Method,slope,intercept,PLR,uncertainty
PvsPOA_POA50_PRt_W,50,,,1,0,PRt,W,YOY,,,-0.0557507578574743,0.0049520020536335
PvsPOA_POA200_PVUSA_W,200,,,1,0,PVUSA,W,YOY,,,-0.0467496186253838,0.0008608441307859
POA800_PI_W,800,,,0,0,PI,W,YOY,,,-0.0467289442643322,0.0004941425032692
PvsPOA_POA5_PVUSA_W,5,,,1,0,PVUSA,W,YOY,,,-0.048350537562306,0.0014527644108569
POA50_huld_W,50,,,0,0,huld,W,YOY,,,-0.0481373810061226,0.0011684743541912
PvsPOA_POA5_PR_W,5,,,1,0,PR,W,YOY,,,-0.0515419983799566,0.0030945301055908
POA500_PVUSA_W,500,,,0,0,PVUSA,W,YOY,,,-0.0461348296497067,0.0008325359249372
POA20_PRt_W,20,,,0,0,PRt,W,YOY,,,-0.0574859358229727,0.0058962039227755
POA100_PR_W,100,,,0,0,PR,W,YOY,,,-0.0490731644180585,0.002364479338705
POA500_PR_W,500,,,0,0,PR,W,YOY,,,-0.0425902627549081,0.0025096173877664
PvsPOA_POA200_PR_W,200,,,1,0,PR,W,YOY,,,-0.043456005728791,0.0025028572892242
POA800_P_W,800,,,0,0,P,W,YOY,,,-0.0486562596177155,0.0063460976287039
PvsPOA_POA50_PR_W,50,,,1,0,PR,W,YOY,,,-0.049653003543535,0.0019912337035824
POA800_PR_W,800,,,0,0,PR,W,YOY,,,-0.0451321020280575,0.0038843005493966
PvsPOA_POA5_PI_W,5,,,1,0,PI,W,YOY,,,-0.0576036300299302,0.0053086523739796
POA500_P_W,500,,,0,0,P,W,YOY,,,-0.0639481396687962,0.0156652453132074
POA20_P_W,20,,,0,0,P,W,YOY,,,-0.1274601052070885,0.0370219494133304
POA200_P_W,200,,,0,0,P,W,YOY,,,-0.0977930773300623,0.0348457653246157
POA5_PVUSA_W,5,,,0,0,PVUSA,W,YOY,,,-0.0498627026447388,0.0018117322112029
PvsPOA_POA0_PI_W,0,,,1,0,PI,W,YOY,,,-0.0576036300299302,0.0053086523739796
PvsPOA_POA200_P_W,200,,,1,0,P,W,YOY,,,-0.0938019357922906,0.038389769268807
PvsPOA_POA20_huld_W,20,,,1,0,huld,W,YOY,,,-0.048796793199935,0.0007726215609321
POA100_PRt_W,100,,,0,0,PRt,W,YOY,,,-0.0555104483170008,0.0042598050238308
PvsPOA_POA100_PRt_W,100,,,1,0,PRt,W,YOY,,,-0.0551921466611466,0.0042705667629396
POA5_P_W,5,,,0,0,P,W,YOY,,,-0.1279977230370205,0.036831831610749
PvsPOA_POA0_huld_W,0,,,1,0,huld,W,YOY,,,-0.0488068793983151,0.0006385384544208
PvsPOA_POA100_PI_W,100,,,1,0,PI,W,YOY,,,-0.0550962104951596,0.004133403847481
PvsPOA_POA20_PRt_W,20,,,1,0,PRt,W,YOY,,,-0.0574759669059691,0.005152874558441
POA800_PVUSA_W,800,,,0,0,PVUSA,W,YOY,,,-0.0468269352000357,0.000892935833841
