Description,POA_l,POA_u,CS,PvsG,day_only,Metric,Freq,Method,slope,intercept,PLR,uncertainty
PvsPOA_POA50_PRt_W,50,,,1,0,PRt,W,YOY,,,-0.009851459704962,0.0043073931151644
PvsPOA_POA200_PVUSA_W,200,,,1,0,PVUSA,W,YOY,,,-0.0121694088303496,0.0081233186220544
POA800_PI_W,800,,,0,0,PI,W,YOY,,,-0.0028536904532954,0.0065558237046244
CS20_POA200_huld_W,200,,CS20,0,0,huld,W,YOY,,,-0.0088980207546059,0.0092244734661277
CS20_POA20_huld_W,20,,CS20,0,0,huld,W,YOY,,,-0.0091624609382968,0.0130519805089482
PvsPOA_CS20_POA50_P_W,50,,CS20,1,0,P,W,YOY,,,-0.0189446659904284,0.0215877489982589
PvsPOA_POA5_PVUSA_W,5,,,1,0,PVUSA,W,YOY,,,-0.0140756710038352,0.0067921163579524
POA50_huld_W,50,,,0,0,huld,W,YOY,,,-0.0107869252843676,0.0066199326370604
PvsPOA_POA5_PR_W,5,,,1,0,PR,W,YOY,,,-0.0111733674199754,0.0123557102969393
PvsPOA_CS20_POA50_PRt_W,50,,CS20,1,0,PRt,W,YOY,,,-0.0089784757788933,0.0050122248676587
CS20_POA100_PRt_W,100,,CS20,0,0,PRt,W,YOY,,,-0.0110698372848593,0.0105992893756158
PvsPOA_CS20_POA20_P_W,20,,CS20,1,0,P,W,YOY,,,-0.0134865959699584,0.0231367421921372
POA500_PVUSA_W,500,,,0,0,PVUSA,W,YOY,,,-0.002234708668408,0.0094041192146003
CS20_POA100_P_W,100,,CS20,0,0,P,W,YOY,,,-0.0118750765558201,0.0232870089557935
POA20_PRt_W,20,,,0,0,PRt,W,YOY,,,-0.0113915401006323,0.0050995848329883
POA100_PR_W,100,,,0,0,PR,W,YOY,,,-0.0135277324127701,0.0132154854079783
POA500_PR_W,500,,,0,0,PR,W,YOY,,,-0.0027380510160543,0.0173709698202153
CS20_POA800_PR_W,800,,CS20,0,0,PR,W,YOY,,,-0.0047602165098781,0.012413119530742
CS20_POA0_PVUSA_W,0,,CS20,0,0,PVUSA,W,YOY,,,-0.0142149719587876,0.0102374854916832
PvsPOA_POA200_PR_W,200,,,1,0,PR,W,YOY,,,-0.0126312042503665,0.0153328980397021
POA800_P_W,800,,,0,0,P,W,YOY,,,0.0020646799928094,0.0279358374783292
PvsPOA_POA50_PR_W,50,,,1,0,PR,W,YOY,,,-0.0113101761456769,0.0110426280055084
PvsPOA_CS20_POA50_PR_W,50,,CS20,1,0,PR,W,YOY,,,-0.009938687728743,0.0075314434953134
POA800_PR_W,800,,,0,0,PR,W,YOY,,,-0.0044635532679904,0.0185928365210638
PvsPOA_POA5_PI_W,5,,,1,0,PI,W,YOY,,,-0.0099489498491878,0.0035206403211763
POA500_P_W,500,,,0,0,P,W,YOY,,,0.0043925980352005,0.0164270013410126
CS20_POA200_P_W,200,,CS20,0,0,P,W,YOY,,,-0.0166950625872033,0.0228105533637126
POA20_P_W,20,,,0,0,P,W,YOY,,,0.0086417023062384,0.027980483566333
POA200_P_W,200,,,0,0,P,W,YOY,,,-0.0114015090176358,0.0221125825717442
CS20_POA100_PI_W,100,,CS20,0,0,PI,W,YOY,,,-0.011180609544975,0.0115264430039655
POA5_PVUSA_W,5,,,0,0,PVUSA,W,YOY,,,-0.0134605301840286,0.0083284877300905
CS20_POA800_PVUSA_W,800,,CS20,0,0,PVUSA,W,YOY,,,0.001036298242862,0.0111511719194705
PvsPOA_POA0_PI_W,0,,,1,0,PI,W,YOY,,,-0.009923353188764,0.0034918917237587
PvsPOA_CS20_POA50_huld_W,50,,CS20,1,0,huld,W,YOY,,,-0.0077823230198451,0.0039747977915478
