Description,POA_l,POA_u,CS,PvsG,day_only,Metric,Freq,Method,slope,intercept,PLR,uncertainty
PvsPOA_POA50_PRt_W,50,,,1,0,PRt,W,YOY,,,-0.018839024790535,0.0177998836471064
PvsPOA_POA200_PVUSA_W,200,,,1,0,PVUSA,W,YOY,,,-0.0142552874319636,0.0033081557872803
POA800_PI_W,800,,,0,0,PI,W,YOY,,,-0.0111587072479114,0.0069537007744421
CS20_POA200_huld_W,200,,CS20,0,0,huld,W,YOY,,,-0.0150921780144107,0.0061964442466468
CS20_POA20_huld_W,20,,CS20,0,0,huld,W,YOY,,,-0.0168584941853731,0.0107387372987932
PvsPOA_CS20_POA50_P_W,50,,CS20,1,0,P,W,YOY,,,-0.0292422347312988,0.039681304625745
PvsPOA_POA5_PVUSA_W,5,,,1,0,PVUSA,W,YOY,,,-0.0232218884714851,0.0152782449182474
POA50_huld_W,50,,,0,0,huld,W,YOY,,,-0.0229875016405254,0.0101016208810626
PvsPOA_POA5_PR_W,5,,,1,0,PR,W,YOY,,,-0.0259479767871352,0.0153992065843546
PvsPOA_CS20_POA50_PRt_W,50,,CS20,1,0,PRt,W,YOY,,,-0.0163903655710246,0.0066501179313402
CS20_POA100_PRt_W,100,,CS20,0,0,PRt,W,YOY,,,-0.013525210863175,0.0067058119250115
PvsPOA_CS20_POA20_P_W,20,,CS20,1,0,P,W,YOY,,,-0.0289926200864128,0.0340386172992521
POA500_PVUSA_W,500,,,0,0,PVUSA,W,YOY,,,-0.0126619319710127,0.0046862852621592
CS20_POA100_P_W,100,,CS20,0,0,P,W,YOY,,,-0.0248206541223346,0.0277197082790563
POA20_PRt_W,20,,,0,0,PRt,W,YOY,,,-0.0244286551951076,0.0242487443907241
POA100_PR_W,100,,,0,0,PR,W,YOY,,,-0.0202530570267988,0.0058124210394296
POA500_PR_W,500,,,0,0,PR,W,YOY,,,-0.0160771656550487,0.003767165774605
CS20_POA800_PR_W,800,,CS20,0,0,PR,W,YOY,,,-0.014938363489115,0.005218112324126
CS20_POA0_PVUSA_W,0,,CS20,0,0,PVUSA,W,YOY,,,-0.0236820419522308,0.0052759613630906
PvsPOA_POA200_PR_W,200,,,1,0,PR,W,YOY,,,-0.0158609281171043,0.0034579534254305
POA800_P_W,800,,,0,0,P,W,YOY,,,-0.0150629456313151,0.0122266274819155
PvsPOA_POA50_PR_W,50,,,1,0,PR,W,YOY,,,-0.0240356453024152,0.0102812959498793
PvsPOA_CS20_POA50_PR_W,50,,CS20,1,0,PR,W,YOY,,,-0.0165643524930804,0.0055314881621666
POA800_PR_W,800,,,0,0,PR,W,YOY,,,-0.0149178392482253,0.0043199275622791
PvsPOA_POA5_PI_W,5,,,1,0,PI,W,YOY,,,-0.0220166757261014,0.0225379551607723
POA500_P_W,500,,,0,0,P,W,YOY,,,-0.0176839205132661,0.0175422299502673
CS20_POA200_P_W,200,,CS20,0,0,P,W,YOY,,,-0.0250361727254409,0.0273459696223472
POA20_P_W,20,,,0,0,P,W,YOY,,,-0.0555512059409663,0.0789169071819583
