Description,POA_l,POA_u,CS,PvsG,day_only,Metric,Freq,Method,slope,intercept,PLR,uncertainty
PvsPOA_POA50_PRt_W,50,,,1,0,PRt,W,YOY,,,-0.0075953765056846,0.0044967438975434
PvsPOA_POA200_PVUSA_W,200,,,1,0,PVUSA,W,YOY,,,0.0004327096386418,0.0006922240045192
POA800_PI_W,800,,,0,0,PI,W,YOY,,,5.787835930878261e-05,0.0006058022902018
PvsPOA_POA5_PVUSA_W,5,,,1,0,PVUSA,W,YOY,,,-0.0001091889615328,0.0011820203531784
POA50_huld_W,50,,,0,0,huld,W,YOY,,,0.0013332546881909,0.0009407725616928
PvsPOA_POA5_PR_W,5,,,1,0,PR,W,YOY,,,-0.0026039984027009,0.0021731652660832
POA500_PVUSA_W,500,,,0,0,PVUSA,W,YOY,,,0.0003322581396591,0.0001742002275594
POA20_PRt_W,20,,,0,0,PRt,W,YOY,,,-0.0090236291088505,0.0061692936079842
POA100_PR_W,100,,,0,0,PR,W,YOY,,,-0.0006066965606977,0.0025455043161654
POA500_PR_W,500,,,0,0,PR,W,YOY,,,0.0051032938565205,0.0027378897541616
PvsPOA_POA200_PR_W,200,,,1,0,PR,W,YOY,,,0.0026526701739534,0.0023845649472465
POA800_P_W,800,,,0,0,P,W,YOY,,,-0.0028256015636207,0.0060503263116846
PvsPOA_POA50_PR_W,50,,,1,0,PR,W,YOY,,,-0.0020816857924037,0.0021180430191225
POA800_PR_W,800,,,0,0,PR,W,YOY,,,0.0012106076887033,0.0040160221953918
PvsPOA_POA5_PI_W,5,,,1,0,PI,W,YOY,,,-0.0077471386068914,0.005230485509348
POA500_P_W,500,,,0,0,P,W,YOY,,,-0.0212267563349474,0.0150755973598063
POA20_P_W,20,,,0,0,P,W,YOY,,,-0.0874250564935072,0.045413257153529
POA200_P_W,200,,,0,0,P,W,YOY,,,-0.064632007375239,0.0384625850240331
POA5_PVUSA_W,5,,,0,0,PVUSA,W,YOY,,,-3.905469837857064e-05,0.0013431649645062
PvsPOA_POA0_PI_W,0,,,1,0,PI,W,YOY,,,-0.0077471386068914,0.005230485509348
PvsPOA_POA200_P_W,200,,,1,0,P,W,YOY,,,-0.0544901003413444,0.0382997581579614
PvsPOA_POA20_huld_W,20,,,1,0,huld,W,YOY,,,0.0010669086821317,0.0006115637378229
POA100_PRt_W,100,,,0,0,PRt,W,YOY,,,-0.0074069053336295,0.0043989312295322
PvsPOA_POA100_PRt_W,100,,,1,0,PRt,W,YOY,,,-0.0067517715644322,0.0041884404790369
POA5_P_W,5,,,0,0,P,W,YOY,,,-0.088109388634201,0.0457341976403547
PvsPOA_POA0_huld_W,0,,,1,0,huld,W,YOY,,,0.0010847354513615,0.0006228227499681
PvsPOA_POA100_PI_W,100,,,1,0,PI,W,YOY,,,-0.0065279986980469,0.0042513326171916
PvsPOA_POA20_PRt_W,20,,,1,0,PRt,W,YOY,,,-0.0079223569834007,0.0053649779278634
POA800_PVUSA_W,800,,,0,0,PVUSA,W,YOY,,,8.511695900374667e-05,0.0001875475812151
PvsPOA_POA500_PI_W,500,,,1,0,PI,W,YOY,,,-0.0005058932175854,0.0009962173324389
