Description,POA_l,POA_u,CS,PvsG,day_only,Metric,Freq,Method,slope,intercept,PLR,uncertainty
PvsPOA_POA50_PRt_W,50,,,1,0,PRt,W,YOY,,,-0.0250623264724032,0.0140963125261013
PvsPOA_POA200_PVUSA_W,200,,,1,0,PVUSA,W,YOY,,,-0.0312245831977967,0.0088990762869945
POA800_PI_W,800,,,0,0,PI,W,YOY,,,-0.0298906248213467,0.0135022823540669
CS20_POA200_huld_W,200,,CS20,0,0,huld,W,YOY,,,-0.033671600478036,0.0114841337473887
CS20_POA20_huld_W,20,,CS20,0,0,huld,W,YOY,,,-0.022537023873342,0.020146418935205
PvsPOA_CS20_POA50_P_W,50,,CS20,1,0,P,W,YOY,,,-0.0342090423859033,0.0238896018411271
PvsPOA_POA5_PVUSA_W,5,,,1,0,PVUSA,W,YOY,,,-0.0224143475535102,0.014934024078184
POA50_huld_W,50,,,0,0,huld,W,YOY,,,-0.0189161666159359,0.0131632658750863
PvsPOA_POA5_PR_W,5,,,1,0,PR,W,YOY,,,-0.0167821733296078,0.016798035635781
PvsPOA_CS20_POA50_PRt_W,50,,CS20,1,0,PRt,W,YOY,,,-0.0332590339158101,0.0148441267302736
CS20_POA100_PRt_W,100,,CS20,0,0,PRt,W,YOY,,,-0.037448823130677,0.0147368594240949
PvsPOA_CS20_POA20_P_W,20,,CS20,1,0,P,W,YOY,,,-0.0351109948119705,0.0261798420684999
POA500_PVUSA_W,500,,,0,0,PVUSA,W,YOY,,,-0.0261860579814551,0.0109120938334503
CS20_POA100_P_W,100,,CS20,0,0,P,W,YOY,,,-0.0371594020137889,0.0175037909791154
POA20_PRt_W,20,,,0,0,PRt,W,YOY,,,-0.0264694097871086,0.0093722040200169
POA100_PR_W,100,,,0,0,PR,W,YOY,,,-0.0226140190970222,0.0151190647699762
POA500_PR_W,500,,,0,0,PR,W,YOY,,,-0.0290706520774615,0.0113720230135634
CS20_POA800_PR_W,800,,CS20,0,0,PR,W,YOY,,,-0.0261652991778124,0.0134147024861564
CS20_POA0_PVUSA_W,0,,CS20,0,0,PVUSA,W,YOY,,,-0.0253950537375684,0.0247578053782892
PvsPOA_POA200_PR_W,200,,,1,0,PR,W,YOY,,,-0.0258187327102188,0.0082226266276161
POA800_P_W,800,,,0,0,P,W,YOY,,,-0.0187788594443843,0.0177505656554692
