time,P
2016-01-01,225.41403079847404
2016-01-02,387.68755245586834
2016-01-03,547.4209023653196
2016-01-04,276.6723242998618
2016-01-05,174.04864931390486
2016-01-06,203.00779155296792
2016-01-07,176.43986837012653
2016-01-08,399.11648492385837
2016-01-09,200.3565618
2016-01-10,213.41736020141605
2016-01-11,
2016-01-12,581.3308352628799
2016-01-13,645.5428976730018
2016-01-14,201.76696012435627
2016-01-15,657.0031819575213
2016-01-16,305.9587012252558
2016-01-17,177.7775876464338
2016-01-18,477.14240283644557
2016-01-19,168.49624498339324
2016-01-20,277.346060225727
2016-01-21,284.7739083238606
2016-01-22,206.95670091086632
2016-01-23,636.2693287970072
2016-01-24,528.1658117512819
2016-01-25,423.50485492716876
2016-01-26,577.8174437803619
2016-01-27,299.09545591122514
2016-01-28,187.76417445149553
2016-01-29,415.36151163496703
2016-01-30,191.16075586484936
2016-01-31,183.73020231791992
2016-02-01,396.29039222850645
2016-02-02,223.33711926198424
2016-02-03,277.44688326192414
2016-02-04,281.90555851078955
2016-02-05,241.26695568834083
2016-02-06,436.1008853709203
2016-02-07,661.4580900329759
2016-02-08,859.8844885788521
2016-02-09,863.5774846494246
2016-02-10,260.1894630648634
2016-02-11,249.5619081649476
2016-02-12,392.56558273609414
2016-02-13,341.04279586113324
2016-02-14,639.9408524437939
2016-02-15,497.4109207022454
2016-02-16,313.86197437165424
2016-02-17,566.8174779792719
2016-02-18,265.946608308925
2016-02-19,833.639938327667
2016-02-20,601.7307820919547
2016-02-21,594.558738791454
2016-02-22,406.55231521552764
2016-02-23,669.1839076372502
2016-02-24,730.9225118733647
2016-02-25,312.25799114861167
2016-02-26,610.5239142769262
2016-02-27,564.0758116447805
2016-02-28,505.3773751417746
2016-02-29,657.1162574611134
2016-03-01,594.171535076795
2016-03-02,366.5371362334662
2016-03-03,593.9153052190778
2016-03-04,602.3059262294307
2016-03-05,519.2414134751973
2016-03-06,563.116242748343
2016-03-07,340.49826213083577
2016-03-08,273.63870320272866
2016-03-09,380.124313437589
2016-03-10,824.8564620147976
2016-03-11,464.73573081137664
2016-03-12,994.7927491110579
2016-03-13,1015.3413512183814
2016-03-14,1106.1632363708786
2016-03-15,1136.8201973632945
2016-03-16,405.135725012432
2016-03-17,680.6185864004906
2016-03-18,1174.7713880208544
2016-03-19,1136.3584302259374
2016-03-20,352.1715833999967
2016-03-21,705.0493792769907
2016-03-22,1090.9697677914144
2016-03-23,898.335001006616
2016-03-24,1182.815689046583
2016-03-25,549.436908196479
2016-03-26,886.1427954506222
2016-03-27,593.2161248840192
2016-03-28,353.6586094807205
2016-03-29,300.4924047211218
2016-03-30,681.6301064356215
2016-03-31,1216.7950202365928
2016-04-01,914.5090305265553
2016-04-02,904.8800813715279
2016-04-03,329.62044871840004
2016-04-04,1035.4129565434198
2016-04-05,480.02236220698705
2016-04-06,591.1837797504423
2016-04-07,456.3602581265834
2016-04-08,1024.052825950697
2016-04-09,735.0877209836511
2016-04-10,877.1284407668056
2016-04-11,778.9678979417689
2016-04-12,598.8016351825879
2016-04-13,778.9599654544612
2016-04-14,985.9443207182544
2016-04-15,838.0578201656624
2016-04-16,594.5171558547219
2016-04-17,725.3158026632221
2016-04-18,773.4881573678971
2016-04-19,634.9038966223444
2016-04-20,1227.8022423934344
2016-04-21,284.2827072150552
2016-04-22,447.24891360349966
2016-04-23,672.6186584473276
2016-04-24,423.9469439005493
2016-04-25,383.4189050625593
2016-04-26,1000.8058888404856
2016-04-27,507.1294498513537
2016-04-28,653.6623842922218
2016-04-29,1177.9797932289055
2016-04-30,1150.9588597295688
2016-05-01,1116.021568752805
2016-05-02,887.5953659742329
2016-05-03,317.8010637903589
2016-05-04,839.977089919041
2016-05-05,720.4642829494279
2016-05-06,462.80486563407715
2016-05-07,1099.198567548987
2016-05-08,1291.0451822823863
2016-05-09,1104.922248107441
2016-05-10,1268.7872816811307
2016-05-11,815.5844004588736
2016-05-12,455.36519003679035
2016-05-13,841.0936972249407
2016-05-14,295.575917174044
2016-05-15,625.4515506657783
2016-05-16,672.0042877036876
2016-05-17,905.2622903484144
2016-05-18,368.44684843329395
2016-05-19,492.10059924146935
2016-05-20,805.0505965984546
2016-05-21,975.8766941528819
2016-05-22,887.5533631078088
2016-05-23,1195.2403578603496
2016-05-24,1130.5550203050475
2016-05-25,1197.3181727913607
2016-05-26,1272.3738653273622
2016-05-27,1251.2043906331048
2016-05-28,240.54095507921926
2016-05-29,933.7068474784849
2016-05-30,889.1773696966297
2016-05-31,623.9728937465687
2016-06-01,1199.1383004268707
2016-06-02,1005.6359509667475
2016-06-03,759.8617266378658
2016-06-04,387.95974333745204
2016-06-05,558.4862990837269
2016-06-06,1243.6349227636106
2016-06-07,1216.462604322276
2016-06-08,1222.619023923522
2016-06-09,1175.8336376061256
2016-06-10,1084.313074618782
2016-06-11,1245.7588627331354
2016-06-12,1271.5599193428607
2016-06-13,1276.0893872875854
2016-06-14,702.2162310751758
2016-06-15,756.2311250284937
2016-06-16,682.0418985499641
2016-06-17,1264.0984590175767
2016-06-18,1213.3548047186441
2016-06-19,1183.5060062926057
2016-06-20,1259.0272452293266
2016-06-21,1199.7169234926193
2016-06-22,1028.9910862700167
2016-06-23,621.452452549042
2016-06-24,552.0167942427321
2016-06-25,1125.6841552198514
2016-06-26,1191.1975564317997
2016-06-27,809.6080726214132
2016-06-28,1015.5526136093762
2016-06-29,862.9557351523104
