time,PVUSA
2018-03-23 00:00:00+00:00,1.1330761438544847
2018-03-24 00:00:00+00:00,
2018-03-25 00:00:00+00:00,
2018-03-26 00:00:00+00:00,
2018-03-27 00:00:00+00:00,
2018-03-28 00:00:00+00:00,
2018-03-29 00:00:00+00:00,
2018-03-30 00:00:00+00:00,
2018-03-31 00:00:00+00:00,
2018-04-01 00:00:00+00:00,
2018-04-02 00:00:00+00:00,
2018-04-03 00:00:00+00:00,
2018-04-04 00:00:00+00:00,
2018-04-05 00:00:00+00:00,
2018-04-06 00:00:00+00:00,
2018-04-07 00:00:00+00:00,
2018-04-08 00:00:00+00:00,1.0309057254486025
2018-04-09 00:00:00+00:00,
2018-04-10 00:00:00+00:00,
2018-04-11 00:00:00+00:00,1.0070642889957835
2018-04-12 00:00:00+00:00,
2018-04-13 00:00:00+00:00,
2018-04-14 00:00:00+00:00,1.0733548968343165
2018-04-15 00:00:00+00:00,
2018-04-16 00:00:00+00:00,1.007296332278053
2018-04-17 00:00:00+00:00,
2018-04-18 00:00:00+00:00,0.9711760202782979
2018-04-19 00:00:00+00:00,
2018-04-20 00:00:00+00:00,
2018-04-21 00:00:00+00:00,
2018-04-22 00:00:00+00:00,
2018-04-23 00:00:00+00:00,0.917934593044866
2018-04-24 00:00:00+00:00,
2018-04-25 00:00:00+00:00,
2018-04-26 00:00:00+00:00,
2018-04-27 00:00:00+00:00,0.9635787722347474
2018-04-28 00:00:00+00:00,0.9487447947562859
2018-04-29 00:00:00+00:00,
2018-04-30 00:00:00+00:00,
2018-05-01 00:00:00+00:00,1.0343185238409114
2018-05-02 00:00:00+00:00,
2018-05-03 00:00:00+00:00,0.9670476726068039
2018-05-04 00:00:00+00:00,
2018-05-05 00:00:00+00:00,
2018-05-06 00:00:00+00:00,0.9942669546596041
2018-05-07 00:00:00+00:00,1.0232997038503795
2018-05-08 00:00:00+00:00,1.0260539707349587
2018-05-09 00:00:00+00:00,0.9788583730679289
2018-05-10 00:00:00+00:00,0.9847692608687783
2018-05-11 00:00:00+00:00,
2018-05-12 00:00:00+00:00,0.9899829168001039
2018-05-13 00:00:00+00:00,0.9624276405493704
2018-05-14 00:00:00+00:00,1.00713774318888
2018-05-15 00:00:00+00:00,
2018-05-16 00:00:00+00:00,0.9721675266131257
2018-05-17 00:00:00+00:00,
2018-05-18 00:00:00+00:00,0.9769719148192162
2018-05-19 00:00:00+00:00,1.0045233244611487
2018-05-20 00:00:00+00:00,1.0241294091674586
2018-05-21 00:00:00+00:00,
2018-05-22 00:00:00+00:00,0.9954516200710098
2018-05-23 00:00:00+00:00,1.0312238070186355
2018-05-24 00:00:00+00:00,
2018-05-25 00:00:00+00:00,0.9658953457822078
2018-05-26 00:00:00+00:00,1.011632212175563
2018-05-27 00:00:00+00:00,1.0467734374761337
2018-05-28 00:00:00+00:00,0.9886953870745191
2018-05-29 00:00:00+00:00,1.0217420733328786
2018-05-30 00:00:00+00:00,0.9931502045767577
2018-05-31 00:00:00+00:00,1.0654289735885092
2018-06-01 00:00:00+00:00,1.0057872178460874
2018-06-02 00:00:00+00:00,1.0210155229468885
2018-06-03 00:00:00+00:00,0.9261525497039415
2018-06-04 00:00:00+00:00,
2018-06-05 00:00:00+00:00,0.9777336708918828
2018-06-06 00:00:00+00:00,
2018-06-07 00:00:00+00:00,1.0114651045601952
2018-06-08 00:00:00+00:00,0.5559124352436534
2018-06-09 00:00:00+00:00,
2018-06-10 00:00:00+00:00,0.8344424158088505
2018-06-11 00:00:00+00:00,0.8986227887082938
2018-06-12 00:00:00+00:00,0.9485212332290774
